na,Timestamp,lat,long,obs1,Obs1_bird_dist,shooter,Shoot_bird_dist,obs2,Obs2_bird_dist,hwk,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,Basal Area 10m,Dbh_largest,AudioID,VisualID,SocialGroup,Target,Spp,Scientific,BirdTree,Angle,Sex,Proximity,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_under_height,Pre_Bird_Dense,Pre_Vocal,Pre_Behav,Mid_Vocal,"Mid ,Behav",Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist (Dive_Dist),Post_Bird_Height,Post_Bird_Dense,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,5m_dense,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Notes,Behav_notes,Veg_dense_mid,Veg_under_low,Veg_notes,zoom_wav,voice_record_wav,Rec_reviewed,Recording_Notes,selection,call_type,AlarmExport,alarm,flock
756,240720-131431,-12.6778,-69.1682,na,12,na,12,na,na,1,Agricultura,Bamboo,Grass,na,na,1,1,ssf,na,cran,Crotophaga ani,Crotophaga ani,190,u,10,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
757,240720-131431,-12.6778,-69.1682,na,12,na,12,na,na,1,Agricultura,Bamboo,Grass,na,na,1,1,ssf,na,cran,Crotophaga ani,Crotophaga ani,190,u,11,q,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
758,240720-131431,-12.6778,-69.1682,na,12,na,12,na,na,1,Agricultura,Bamboo,Grass,na,na,1,1,ssf,na,cran,Crotophaga ani,Crotophaga ani,190,u,11,q,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
759,240720-131431,-12.6778,-69.1682,na,12,na,12,na,na,1,Agricultura,Bamboo,Grass,na,na,1,1,ssf,na,cran,Crotophaga ani,Crotophaga ani,190,u,13,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
760,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,0,m,3,q,na,na,na,5,11,3333,na,0221,c,vig,q,dv,q,vig,0,4,3,4332,na,na,na,na,na,3,3,2,2,1,2,2,1,2,2,"q dv and no reactions from any, but 1 f raca was agitated",na,na,na,na,na,na,na,na,na,na,na,0,na
761,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,260,m,6,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
762,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,325,f,4,c,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
763,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,273,f,7,c,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
764,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,44,m,14,c,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
765,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,61,m,9,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
766,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,gacy,Galbula cyanescens,Galbula cyanescens,143,m,14,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
767,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,phge,Pheugopedis genibarbis,Thryothorus genibarbis,351,u,18,s,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
768,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,tyel,Tyrannulus elatus,Tyrannulus elatus,104,u,15,q,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
769,240723-073654,-12.6685,-69.1121,na,10,na,10,na,na,1,Secundario,Arboles,Bamboo,na,na,1,1,ssf,na,sama,Saltator maximus,Saltator maximus,131,u,20,q,na,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
770,240723-083945,-12.6682,-69.1067,na,12,na,12,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,pair,na,chte,Chelidoptera tenebrosa,Chelidoptera tenebrosa,0,u,3,q,na,na,na,1,0,0110,na,0000,q,vig,q,dv,q,vig,0,8,2,0000,na,na,na,na,na,1,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na
771,240723-083945,-12.6682,-69.1067,na,12,na,12,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,pair,na,chte,Chelidoptera tenebrosa,Chelidoptera tenebrosa,114,u,6,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
772,240723-091556,-12.6685,-69.1042,na,6,na,7,na,na,1,Agricultura,Plantas de yuca,,na,na,0,1,solo,na,caob,Camptostoma obsoletum,Camptostoma obsoletum,0,u,2,q,na,na,na,2,2,1121,na,1101,q,vig,q,dv,q,fz,rec,2,1,2111,na,na,na,na,na,2,1,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na
773,240723-093426,-12.6686,-69.1036,na,8,na,9,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,msf,na,spca,Sporophila caerulescens,Sporophila caerulescens,0,m,2,q,na,na,na,2,2,1121,na,0000,c,vig,q,dv,c,vig,0,3,1,2231,na,na,na,na,na,2,2,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na
774,240723-093426,-12.6686,-69.1036,na,8,na,9,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,msf,na,spca,Sporophila caerulescens,Sporophila caerulescens,29,f,2,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
775,240723-093426,-12.6686,-69.1036,na,8,na,9,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,msf,na,spca,Sporophila caerulescens,Sporophila caerulescens,348,f,3,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
776,240723-093426,-12.6686,-69.1036,na,8,na,9,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,msf,na,spca,Sporophila caerulescens,Sporophila caerulescens,107,f,8,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
777,240723-093426,-12.6686,-69.1036,na,8,na,9,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,msf,na,spca,Sporophila caerulescens,Sporophila caerulescens,110,f,9,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
778,240723-093426,-12.6686,-69.1036,na,8,na,9,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,msf,na,voja,Volatinia jacarina,Volatinia jacarina,110,m,9,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
779,240723-093426,-12.6686,-69.1036,na,8,na,9,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,msf,na,voja,Volatinia jacarina,Volatinia jacarina,116,f,11,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
780,240723-093426,-12.6686,-69.1036,na,8,na,9,na,na,1,Agricultura,Plantas de yuca,,na,na,1,1,msf,na,amau,Ammodramus aurifrons,Ammodramus aurifrons,269,u,7,s,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
781,240723-102156,-12.6687,-69.1054,na,7,na,8,na,na,1,Agricultura,Shrub,Heliconias,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,0,f,3,a,na,na,na,1,2,3341,na,0043,c,vig,a,dv,c,vig,0,3,1,4431,na,na,na,na,na,3,3,3,2,2,2,1,2,2,0,females all flew to spot of alarm and on perched vig. males flew up into trees,na,na,na,na,na,na,na,na,na,na,na,1,na
782,240723-102156,-12.6687,-69.1054,na,7,na,8,na,na,1,Agricultura,Shrub,Heliconias,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,281,m,4,c,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
783,240723-102156,-12.6687,-69.1054,na,7,na,8,na,na,1,Agricultura,Shrub,Heliconias,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,357,m,9,q,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
784,240723-102156,-12.6687,-69.1054,na,7,na,8,na,na,1,Agricultura,Shrub,Heliconias,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,319,f,2,c,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
785,240723-102156,-12.6687,-69.1054,na,7,na,8,na,na,1,Agricultura,Shrub,Heliconias,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,72,f,2,c,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
786,240723-102156,-12.6687,-69.1054,na,7,na,8,na,na,1,Agricultura,Shrub,Heliconias,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,81,m,5,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
787,240723-102156,-12.6687,-69.1054,na,7,na,8,na,na,1,Agricultura,Shrub,Heliconias,na,na,1,1,ssf,na,raca,Ramphocelus carbo,Ramphocelus carbo,40,f,5,c,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
788,240723-130045,-12.6851,-69.1691,na,17,na,15,na,na,1,Agricultura,Grass ,,na,na,0,1,solo,na,pyru,Pyrocephalus rubinus,Pyrocephalus rubinus,0,m,4,q,na,na,na,3,4,1100,na,1100,q,vig,q,dv,q,vig,0,26,4,1000,na,na,na,na,na,1,1,1,1,0,0,0,0,0,0,f was detected earlier but really far now,na,na,na,na,na,na,na,na,na,na,na,0,na
789,240723-131647,-12.6838,-69.1695,na,12,na,na,na,na,1,Agricultura,Grass,,na,na,1,1,msf,na,tyme,Tyrannus melancholicus,Tyrannus melancholicus,0,u,2,a,na,na,na,4,4,3322,na,1000,q,vig,a,dv,c,vig,0,24,5,2100,na,na,na,na,na,3,2,1,1,1,0,0,0,0,0,thdo definitely saw hwk no sound... tyme had 3 note high rapid while it flew,na,na,na,na,na,na,na,na,na,na,na,1,na
790,240723-131647,-12.6838,-69.1695,na,12,na,na,na,na,1,Agricultura,Grass,,na,na,1,1,msf,na,thdo,Thamnophilus doliatus,Thamnophilus doliatus,28,m,3,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
791,240723-131647,-12.6838,-69.1695,na,12,na,na,na,na,1,Agricultura,Grass,,na,na,1,1,msf,na,thdo,Thamnophilus doliatus,Thamnophilus doliatus,255,f,1,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
792,240725-072056,-12.1872,-69.0761,na,13,na,13,na,na,1,Secundario,Palmeras,Arboles,na,na,0,1,solo,na,rame,Ramphocaenus melanurus,Ramphocaenus melanurus,0,u,6,q,na,na,na,3,5,2322,na,2100,q,vig,q,fz,q,dv,rec,6,3,3102,na,na,na,na,na,2,3,2,1,1,2,1,2,1,2,"long_billed gnatwren, faced hwk, long fz",na,na,na,na,na,na,na,na,na,na,na,0,na
793,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,0,f,3,c,na,na,na,5,14,2222,na,0121,c,vig,c,dv,c,vig,0,12,3,2102,na,na,na,na,na,2,2,1,1,1,1,2,3,2,1,interesting xigu gave a call while looking at hwk. thar gave a slow 2 note loudly (general alarm),na,na,na,na,na,na,na,na,na,na,na,0,na
794,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,93,m,16,q,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
795,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,30,u,8,c,na,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
796,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,258,u,9,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
797,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,205,m,7,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
798,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,60,f,11,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
799,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,28,m,6,q,na,na,na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
800,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,351,f,17,q,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
801,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,pher,Philydor erythrocercum,Philydor erythrocercum,359,u,12,q,na,na,na,12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
802,240725-084204,-12.1866,-69.0763,na,14,na,15,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,235,u,22,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
803,240725-100229,-12.1888,-69.0746,na,14,na,14,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,0,f,2,q,na,na,na,4,6,1212,na,0020,c,sally glean,q,dv,c,vig,0,6,2,3201,na,na,na,na,na,3,2,1,1,2,1,1,3,3,3,thar was far. none of the 4 myrmotherula gave any call and were all very closely paired together and flocking in unison. maybe when all close no reason to call,na,na,na,na,na,na,na,na,na,na,na,0,na
804,240725-100229,-12.1888,-69.0746,na,14,na,14,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,234,m,1,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
805,240725-100229,-12.1888,-69.0746,na,14,na,14,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,8,f,3,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
806,240725-100229,-12.1888,-69.0746,na,14,na,14,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,339,m,2,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
807,240725-100229,-12.1888,-69.0746,na,14,na,14,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,202,u,22,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
808,240725-100229,-12.1888,-69.0746,na,14,na,14,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,pahy,Pachysylvia hypoxantha,Hylophilus hypoxanthus,261,u,13,q,na,na,na,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
809,240726-070721,-12.1867,-69.0706,na,5,na,4,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,0,m,3,q,na,na,na,1,3,1001,na,0110,c,hop,q,dv,c,forage,0,2,1,0110,na,na,na,na,na,1,2,2,1,1,1,1,2,2,2,"hopping to ground from low perches on the sides of small diameter stems, often perched horizontal. quick to ground and back up again. no alarm from either and both very close",na,na,na,na,na,na,na,na,na,na,na,0,na
810,240726-070721,-12.1867,-69.0706,na,5,na,4,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,260,f,1,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
811,240726-070721,-12.1867,-69.0706,na,5,na,4,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,deme,Dendrocincla merula,Dendrocincla merula,7,u,5,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
812,240726-070721,-12.1867,-69.0706,na,5,na,4,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,deme,Dendrocincla merula,Dendrocincla merula,19,u,7,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
813,240726-074651,-12.1868,-69.0706,na,6,na,6,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,wipo,Willisornis poecilinotus,Willisornis poecilinotus,0,m,2,c,na,na,na,1,4,2101,na,0011,c,sally ground,c,dv,c,vig,0,12,1,2210,na,na,na,na,na,2,2,2,2,1,1,1,2,2,2,wipo m flw off w 2 note loud bright call. phni got way lounder,na,na,na,na,na,na,na,na,na,na,na,0,na
814,240726-074651,-12.1868,-69.0706,na,6,na,6,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,wipo,Willisornis poecilinotus,Willisornis poecilinotus,253,f,5,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
815,240726-074651,-12.1868,-69.0706,na,6,na,6,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,274,u,3,c,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
816,240726-074651,-12.1868,-69.0706,na,6,na,6,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,231,u,2,c,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
817,240726-074651,-12.1868,-69.0706,na,6,na,6,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,onsa,Oneillornis salvini,Gymnopithys salvini,129,m,6,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
818,240726-074651,-12.1868,-69.0706,na,6,na,6,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,onsa,Oneillornis salvini,Gymnopithys salvini,143,f,6,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
819,240726-074651,-12.1868,-69.0706,na,6,na,6,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,177,m,5,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
820,240726-074651,-12.1868,-69.0706,na,6,na,6,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,ant,na,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,186,f,3,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
821,240726-102518,-12.1868,-69.0686,na,18,na,19,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,0,m,6,q,na,na,na,3,6,2321,na,0120,c,"sally glean, vig",q,dv,q,vig,0,7,3,2110,na,na,na,na,na,3,3,1,2,1,1,1,1,1,3,haru f alarm but very quiet,na,na,na,na,na,na,na,na,na,na,na,0,na
822,240726-102518,-12.1868,-69.0686,na,18,na,19,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,21,f,6,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
823,240726-102518,-12.1868,-69.0686,na,18,na,19,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,333,m,12,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
